Atikaki	1790	british_canadian	protestant	Atikaki	GBR	GBR	500
Atikaki	1870	british_canadian	protestant	Atikaki	CAN	GBR	500
Atikaki	1900	british_canadian	protestant	St. Theresa Point	CAN	GBR	500
Friesland	-2000	dutch	germanic	Leeuwarden	FRY	FRY	1000
Friesland	734	dutch	germanic	Leeuwarden	FRK	FRY	1000
Friesland	800	dutch	chalcedonism	Leeuwarden	FRK	FRY	1000
Friesland	840	dutch	chalcedonism	Leeuwarden	FRM	FRY	1000
Friesland	855	dutch	chalcedonism	Leeuwarden	LOT	FRY	1000
Friesland	867	dutch	catholic	Leeuwarden	LOT	FRY	1000
Friesland	870	dutch	catholic	Leeuwarden	FRE	FRY	1000
Friesland	911	dutch	catholic	Leeuwarden	LOT	FRY	1000
Friesland	1101	dutch	catholic	Leeuwarden	FRI	FRY	1000
Friesland	1473	dutch	catholic	Leeuwarden	BUR	FRY	1000
Friesland	1477	dutch	catholic	Leeuwarden	FRI	FRY	1000
Friesland	1498	dutch	catholic	Leeuwarden	SAX	FRY	1000
Friesland	1515	dutch	catholic	Leeuwarden	HAB	REB	1000
Friesland	1519	dutch	catholic	Leeuwarden	SPA	REB	1000
Friesland	1524	dutch	catholic	Leeuwarden	SPA	SPA	1000
Friesland	1536	dutch	reformed	Leeuwarden	SPA	SPA	1000
Friesland	1549	dutch	reformed	Leeuwarden	NED	SPA	1000
Friesland	1568	dutch	reformed	Leeuwarden	NED	SPA	1000
Friesland	1579	dutch	reformed	Leeuwarden	NED	NED	1000
Friesland	1810	dutch	reformed	Leeuwarden	FRA	FRA	1000
Friesland	1813	dutch	reformed	Leeuwarden	NED	NED	1000
Friesland	1940	dutch	reformed	Leeuwarden	GER	GER	1000
Friesland	1945	dutch	reformed	Leeuwarden	NED	GBR	1000
Manitoba	-2000	cree	totemism	Manitoba	na	na	1000
Manitoba	1741	cosmopolitan_french	catholic	Fort Dauphin	FRA	FRA	100
Manitoba	1763	english	protestant	Fort Dauphin	GBR	GBR	300
Manitoba	1790	british_canadian	protestant	Fort Dauphin	GBR	GBR	300
Manitoba	1870	british_canadian	protestant	Fort Dauphin	CAN	GBR	300
Manitoba	1882	british_canadian	protestant	Brandon	CAN	GBR	300
Woods Cree	-2000	cree	totemism	Woods cree	na	na	1000
Woods Cree	1763	english	protestant	Woods cree	GBR	GBR	450
Woods Cree	1790	british_canadian	protestant	Woods cree	GBR	GBR	450
Woods Cree	1870	british_canadian	protestant	Woods cree	CAN	GBR	450
Woods Cree	1912	british_canadian	protestant	The Pas	CAN	GBR	450
Satsuma	-2000	japanese	shinto	Kagoshima	HAY	HAY	1000
Satsuma	721	japanese	shinto	Kagoshima	YAM	HAY	1000
Satsuma	794	japanese	shinto	Kagoshima	JAP	HAY	1000
Satsuma	1192	japanese	shinto	Kagoshima	SMZ	HAY	1000
Satsuma	1550	japanese	shinto		SMZ	HAY	1000
Satsuma	1868	japanese	shinto		JAP	HAY	1000
Chungcheong	-2000	korean	muism	Gongju	MHN	MHN	1000
Chungcheong	330	korean	muism	Gongju	BKJ	MHN	1000
Chungcheong	382	korean	mahayana	Gongju	BKJ	MHN	1000
Chungcheong	660	korean	mahayana	Gongju	SLL	MHN	1000
Chungcheong	892	korean	mahayana	Gongju	BKJ	MHN	1000
Chungcheong	936	korean	mahayana	Gongju	KOR	MHN	1000
Chungcheong	1392	korean	confucianism	Gongju	KOR	MHN	1000
Chungcheong	1592	korean	confucianism	Gongju	KOR	JAP	1000
Chungcheong	1593	korean	confucianism	Gongju	KOR	KOR	1000
Chungcheong	1597	korean	confucianism	Gongju	KOR	KOR	1000
Chungcheong	1896	korean	confucianism	Hongseong	KOR	KOR	1000
Chungcheong	1910	korean	confucianism	Hongseong	JAP	KOR	1000
Chungcheong	1945	korean	confucianism	Hongseong	KOR	KOR	1000
Chungcheong	1948	korean	confucianism	Hongseong	SKO	KOR	1000
Chungcheong	1980	korean	mahayana	Hongseong	SKO	KOR	1000
Chungcheong	2005	korean	irreligious	Hongseong	SKO	KOR	1000
Bungo	-2000	japanese	shinto	Funai	KYU	KYU	1000
Bungo	607	japanese	mahayana	Funai	KYU	KYU	1000
Bungo	650	japanese	mahayana	Funai	YAM	KYU	1000
Bungo	712	japanese	shinto	Funai	YAM	KYU	1000
Bungo	794	japanese	shinto	Funai	JAP	KYU	1000
Bungo	1192	japanese	shinto	Funai	OTM	KYU	1000
Bungo	1599	japanese	shinto	Funai	HSK	KYU	1000
Bungo	1632	japanese	shinto	Funai	TKG	KYU	1000
Bungo	1850	japanese	shinto	Oita	TKG	KYU	1000
Bungo	1868	japanese	shinto	Oita	JAP	KYU	1000
Okinawa	-2000	ryukyuan	animism	Shuri	na	na	1000
Okinawa	1187	ryukyuan	animism	Shuri	RYU	na	1000
Okinawa	1609	ryukyuan	animism	Shuri	RYU	JAP	1000
Okinawa	1611	ryukyuan	animism	Shuri	RYU	RYU	1000
Okinawa	1624	ryukyuan	shinto	Shuri	RYU	RYU	1000
Okinawa	1879	ryukyuan	shinto	Naha	RYU	RYU	1000
Nghe An	-2000	vietnamese	mahayana	Thanh Hoa	HND	HND	1000
Nghe An	137	vietnamese	mahayana	Thanh Hoa	HND	REB	1000
Nghe An	138	vietnamese	mahayana	Thanh Hoa	HND	HND	1000
Nghe An	156	vietnamese	mahayana	Thanh Hoa	HND	REB	1000
Nghe An	160	vietnamese	mahayana	Thanh Hoa	HND	HND	1000
Nghe An	178	vietnamese	mahayana	Thanh Hoa	HND	REB	1000
Nghe An	181	vietnamese	mahayana	Thanh Hoa	HND	HND	1000
Nghe An	220	vietnamese	mahayana	Thanh Hoa	WUU	HND	1000
Nghe An	280	vietnamese	mahayana	Thanh Hoa	JIN	HND	1000
Nghe An	299	vietnamese	mahayana	Thanh Hoa	JIN	REB	1000
Nghe An	323	vietnamese	mahayana	Thanh Hoa	JIN	JIN	1000
Nghe An	420	vietnamese	mahayana	Thanh Hoa	LSO	JIN	1000
Nghe An	468	vietnamese	mahayana	Thanh Hoa	LSO	REB	1000
Nghe An	479	vietnamese	mahayana	Thanh Hoa	QIC	REB	1000
Nghe An	485	vietnamese	mahayana	Thanh Hoa	QIC	QIC	1000
Nghe An	502	vietnamese	mahayana	Thanh Hoa	LNG	QIC	1000
Nghe An	544	vietnamese	mahayana	Thanh Hoa	DAI	QIC	1000
Nghe An	602	vietnamese	mahayana	Thanh Hoa	SUI	QIC	1000
Nghe An	618	vietnamese	mahayana	Thanh Hoa	TNG	QIC	1000
Nghe An	620	vietnamese	mahayana	Thanh Hoa	TNG	REB	1000
Nghe An	623	vietnamese	mahayana	Thanh Hoa	TNG	TNG	1000
Nghe An	678	vietnamese	mahayana	Thanh Hoa	TNG	REB	1000
Nghe An	679	vietnamese	mahayana	Thanh Hoa	TNG	TNG	1000
Nghe An	722	vietnamese	mahayana	Thanh Hoa	TNG	REB	1000
Nghe An	723	vietnamese	mahayana	Thanh Hoa	TNG	TNG	1000
Nghe An	791	vietnamese	mahayana	Thanh Hoa	TNG	REB	1000
Nghe An	802	vietnamese	mahayana	Thanh Hoa	TNG	TNG	1000
Nghe An	819	vietnamese	mahayana	Thanh Hoa	TNG	REB	1000
Nghe An	820	vietnamese	mahayana	Thanh Hoa	TNG	TNG	1000
Nghe An	905	vietnamese	mahayana	Thanh Hoa	DAI	TNG	1000
Nghe An	1413	vietnamese	mahayana	Thanh Hoa	MNG	REB	1000
Nghe An	1427	vietnamese	mahayana	Thanh Hoa	DAI	DAI	1000
Nghe An	1527	vietnamese	mahayana	Thanh Hoa	TOK	TOK	1000
Nghe An	1786	vietnamese	mahayana	Thanh Hoa	DAI	DAI	1000
Nghe An	1802	vietnamese	mahayana	Thanh Hoa	ANN	ANN	1000
Nghe An	1886	vietnamese	mahayana	Thanh Hoa	FR2	ANN	1000
Nghe An	1940	vietnamese	mahayana	Thanh Hoa	FR2	JAP	1000
Nghe An	1945	vietnamese	mahayana	Thanh Hoa	NVI	JAP	1000
Nghe An	1976	vietnamese	mahayana	Thanh Hoa	VTN	JAP	1000
Nagato	-2000	japanese	shinto	Yamaguchi	KYU	KYU	1000
Nagato	550	japanese	mahayana	Yamaguchi	KYU	KYU	1000
Nagato	650	japanese	mahayana	Yamaguchi	YAM	KYU	1000
Nagato	712	japanese	shinto	Yamaguchi	YAM	KYU	1000
Nagato	794	japanese	shinto	Yamaguchi	JAP	KYU	1000
Nagato	1192	japanese	shinto	Yamaguchi	MRI	KYU	1000
Nagato	1333	japanese	shinto	Yamaguchi	JAP	KYU	1000
Nagato	1338	japanese	shinto	Yamaguchi	OUC	KYU	1000
Nagato	1557	japanese	shinto	Yamaguchi	MRI	KYU	1000
Nagato	1603	japanese	shinto		MRI	KYU	1000
Nagato	1850	japanese	shinto	Yamaguchi	MRI	KYU	1000
Nagato	1868	japanese	shinto	Yamaguchi	JAP	KYU	1000
Izumo	-2000	japanese	shinto	Izumo	IZU	IZU	1000
Izumo	530	japanese	shinto	Izumo	YAM	IZU	1000
Izumo	580	japanese	mahayana	Izumo	YAM	IZU	1000
Izumo	712	japanese	shinto	Izumo	YAM	IZU	1000
Izumo	794	japanese	shinto	Izumo	JAP	IZU	1000
Izumo	1000	japanese	shinto	Matsue	JAP	IZU	1000
Izumo	1192	japanese	shinto	Matsue	KMK	IZU	1000
Izumo	1333	japanese	shinto	Matsue	JAP	IZU	1000
Izumo	1338	japanese	shinto	Matsue	AMA	IZU	1000
Izumo	1566	japanese	shinto	Matsue	MRI	IZU	1000
Izumo	1600	japanese	shinto	Matsue	TKG	IZU	1000
Izumo	1868	japanese	shinto	Matsue	JAP	IZU	1000
Harima	-2000	japanese	shinto	Himeji	IZU	IZU	1000
Harima	530	japanese	shinto	Himeji	YAM	IZU	1000
Harima	607	japanese	mahayana	Himeji	YAM	IZU	1000
Harima	712	japanese	shinto	Himeji	YAM	IZU	1000
Harima	794	japanese	shinto	Himeji	JAP	IZU	1000
Harima	1192	japanese	shinto	Himeji	AKM	IZU	1000
Harima	1441	japanese	shinto	Himeji	YMN	IZU	1000
Harima	1468	japanese	shinto	Himeji	AKM	IZU	1000
Harima	1578	japanese	shinto	Himeji	ODA	IZU	1000
Harima	1600	japanese	shinto	Himeji	TKG	IZU	1000
Harima	1868	japanese	shinto	Himeji	JAP	IZU	1000
Harima	1889	japanese	shinto	Kobe	JAP	IZU	1000
Liguria	-2000	ligurian	hellenism	Genua	ROM	ROM	1000
Liguria	395	ligurian	hellenism	Genua	ROW	ROM	1000
Liguria	450	ligurian	chalcedonism	Genua	ROW	ROM	1000
Liguria	476	ligurian	chalcedonism	Genua	ITA	ROM	1000
Liguria	489	ligurian	chalcedonism	Genua	GOS	ROM	1000
Liguria	551	ligurian	chalcedonism	Genua	BYZ	ROM	1000
Liguria	641	ligurian	chalcedonism	Genova	BYZ	ROM	1000
Liguria	774	ligurian	chalcedonism	Genova	FRK	ROM	1000
Liguria	840	ligurian	chalcedonism	Genova	FRM	ROM	1000
Liguria	855	ligurian	chalcedonism	Genova	ITA	ROM	1000
Yavapai	-2000	na	na	na	na	na	1000
Yavapai	867	na	catholic	na	na	na	1000
Yavapai	962	na	catholic	na	LOM	na	1000
Yavapai	1005	na	catholic	na	GEN	na	1000
Yavapai	1318	na	catholic	na	NAP	na	1000
Yavapai	1343	na	catholic	na	GEN	na	1000
Yavapai	1477	na	catholic	na	GEN	GEN	1000
Yavapai	1478	na	catholic	na	GEN	REB	1000
Yavapai	1488	na	catholic	na	GEN	GEN	1000
Yavapai	1499	na	catholic	na	FRA	FRA	1000
Yavapai	1507	na	catholic	na	FRA	FRA	1000
Yavapai	1512	na	catholic	na	FRA	REB	1000
Yavapai	1513	na	catholic	na	FRA	FRA	1000
Yavapai	1522	na	catholic	na	GEN	FRA	1000
Yavapai	1527	na	catholic	na	FRA	FRA	1000
Yavapai	1528	na	catholic	na	GEN	FRA	1000
Yavapai	1805	na	catholic	na	FRA	FRA	1000
Yavapai	1814	na	catholic	na	SPI	SPI	1000
Yavapai	1861	na	catholic	na	ITA	SPI	1000
Kyoto	-2000	japanese	shinto	Kyoto	YAM	YAM	1000
Kyoto	607	japanese	mahayana	Kyoto	YAM	YAM	1000
Kyoto	712	japanese	shinto	Kyoto	YAM	YAM	1000
Kyoto	794	japanese	shinto	Kyoto	JAP	YAM	1000
Kyoto	1192	japanese	shinto	Kyoto	KMK	YAM	1000
Kyoto	1333	japanese	shinto	Kyoto	JAP	YAM	1000
Kyoto	1338	japanese	shinto	Kyoto	ASK	YAM	1000
Kyoto	1573	japanese	shinto	Kyoto	ODA	YAM	1000
Kyoto	1600	japanese	shinto	Kyoto	TKG	YAM	1000
Kyoto	1868	japanese	shinto	Kyoto	JAP	YAM	1000
Settsu	-2000	japanese	shinto	Naniwa	YAM	YAM	1000
Settsu	607	japanese	mahayana	Naniwa	YAM	YAM	1000
Settsu	712	japanese	shinto	Naniwa	YAM	YAM	1000
Settsu	794	japanese	shinto	Naniwa	JAP	YAM	1000
Settsu	1192	japanese	shinto	Naniwa	KMK	YAM	1000
Settsu	1333	japanese	shinto	Naniwa	JAP	YAM	1000
Settsu	1338	japanese	shinto	Naniwa	YAM	YAM	1000
Settsu	1392	japanese	shinto	Naniwa	HSK	YAM	1000
Settsu	1478	japanese	shinto	Sakai	HSK	YAM	1000
Settsu	1569	japanese	shinto	Sakai	ODA	YAM	1000
Settsu	1615	japanese	shinto	Sakai	TKG	YAM	1000
Settsu	1868	japanese	shinto	Sakai	JAP	YAM	1000
Settsu	1889	japanese	shinto	Osaka	JAP	YAM	1000
Amaravati	-2000	cham	hinduism	Indrapura	HUY	HUY	1000
Amaravati	192	cham	hinduism	Indrapura	CHA	HUY	1000
Amaravati	1407	cham	hinduism	Indrapura	DAI	DAI	1000
Amaravati	1413	cham	hinduism	Indrapura	MNG	REB	1000
Amaravati	1427	cham	hinduism	Indrapura	DAI	DAI	1000
Amaravati	1527	cham	hinduism	Indrapura	TOK	TOK	1000
Amaravati	1558	cham	hinduism	Indrapura	ANN	ANN	1000
Amaravati	1600	vietnamese	mahayana	Indrapura	ANN	ANN	1000
Amaravati	1776	vietnamese	mahayana	Indrapura	DAI	DAI	1000
Amaravati	1802	vietnamese	mahayana	Indrapura	ANN	ANN	1000
Amaravati	1850	vietnamese	mahayana	Da Nang	ANN	ANN	1000
Amaravati	1858	vietnamese	mahayana	Da Nang	FRA	ANN	1000
Amaravati	1870	vietnamese	mahayana	Da Nang	FR2	FR2	1000
Amaravati	1941	vietnamese	mahayana	Da Nang	FR2	JAP	1000
Amaravati	1945	vietnamese	mahayana	Da Nang	FR2	JAP	1000
Amaravati	1949	vietnamese	mahayana	Da Nang	SVI	JAP	1000
Amaravati	1976	vietnamese	mahayana	Da Nang	VTN	JAP	1000
Echizen	-2000	japanese	shinto	Takefu	YAM	YAM	1000
Echizen	580	japanese	mahayana	Takefu	YAM	YAM	1000
Echizen	712	japanese	shinto	Takefu	YAM	YAM	1000
Echizen	794	japanese	shinto	Takefu	JAP	YAM	1000
Echizen	1192	japanese	shinto	Takefu	KMK	YAM	1000
Echizen	1333	japanese	shinto	Takefu	JAP	YAM	1000
Echizen	1338	japanese	shinto	Takefu	SBA	YAM	1000
Echizen	1366	japanese	shinto	Takefu	HTK	YAM	1000
Echizen	1380	japanese	shinto	Takefu	SBA	YAM	1000
Echizen	1471	japanese	shinto	Ichijodani	ASA	YAM	1000
Echizen	1573	japanese	shinto	Ichijodani	ODA	YAM	1000
Echizen	1575	japanese	shinto	Kitanosho	ODA	YAM	1000
Echizen	1600	japanese	shinto	Fukui	TKG	YAM	1000
Echizen	1868	japanese	shinto	Fukui	JAP	YAM	1000
Echigo	-2000	emishi	animism	Naoetsu	EMI	EMI	1000
Echigo	607	emishi	mahayana	Naoetsu	EMI	EMI	1000
Echigo	650	emishi	mahayana	Naoetsu	YAM	EMI	1000
Echigo	712	emishi	shinto	Naoetsu	YAM	EMI	1000
Echigo	750	japanese	shinto	Naoetsu	YAM	EMI	1000
Echigo	794	japanese	shinto	Naoetsu	JAP	EMI	1000
Echigo	1192	japanese	shinto	Naoetsu	KMK	EMI	1000
Echigo	1333	japanese	shinto	Naoetsu	JAP	EMI	1000
Echigo	1338	japanese	shinto	Naoetsu	UES	EMI	1000
Echigo	1507	japanese	shinto		UES	EMI	1000
Echigo	1598	japanese	shinto		ODA	EMI	1000
Echigo	1600	japanese	shinto		TKG	EMI	1000
Echigo	1850	japanese	shinto	Niigata	TKG	EMI	1000
Echigo	1868	japanese	shinto	Niigata	JAP	EMI	1000
Dewa	-2000	emishi	animism	Yamagata	EMI	EMI	1000
Dewa	607	emishi	mahayana	Yamagata	EMI	EMI	1000
Dewa	712	emishi	shinto	Yamagata	EMI	EMI	1000
Dewa	802	emishi	shinto	Yamagata	JAP	EMI	1000
Dewa	950	japanese	shinto	Yamagata	JAP	EMI	1000
Dewa	1192	japanese	shinto	Yamagata	DTE	EMI	1000
Dewa	1333	japanese	shinto	Yamagata	JAP	EMI	1000
Dewa	1338	japanese	shinto	Yamagata	SBA	EMI	1000
Dewa	1598	japanese	shinto	Yamagata	UES	EMI	1000
Dewa	1868	japanese	shinto	Yamagata	JAP	EMI	1000
Mutsu	-2000	emishi	animism	Aizu	EMI	EMI	1000
Mutsu	607	emishi	mahayana	Aizu	EMI	EMI	1000
Mutsu	712	emishi	shinto	Aizu	EMI	EMI	1000
Mutsu	802	emishi	shinto	Aizu	JAP	EMI	1000
Mutsu	950	japanese	shinto	Aizu	JAP	EMI	1000
Mutsu	1192	japanese	shinto	Aizu	DTE	EMI	1000
Mutsu	1601	japanese	shinto	Sendai	DTE	EMI	1000
Mutsu	1868	japanese	shinto	Sendai	JAP	EMI	1000
Hitachi	-2000	emishi	animism	Ota	EMI	EMI	1000
Hitachi	607	emishi	mahayana	Ota	EMI	EMI	1000
Hitachi	650	emishi	mahayana	Ota	YAM	EMI	1000
Hitachi	712	emishi	shinto	Ota	YAM	EMI	1000
Hitachi	750	japanese	shinto	Ota	YAM	EMI	1000
Hitachi	794	japanese	shinto	Ota	JAP	EMI	1000
Hitachi	1192	japanese	shinto	Ota	HJO	EMI	1000
Hitachi	1333	japanese	shinto	Ota	JAP	EMI	1000
Hitachi	1338	japanese	shinto	Ota	STK	EMI	1000
Hitachi	1602	japanese	shinto	Ota	TKG	EMI	1000
Hitachi	1609	japanese	shinto	Mito	TKG	EMI	1000
Hitachi	1868	japanese	shinto	Mito	JAP	EMI	1000
Musachi	-2000	emishi	animism	Kawagoe	EMI	EMI	1000
Musachi	250	emishi	animism	Kawagoe	YAM	EMI	1000
Musachi	550	japanese	animism	Kawagoe	YAM	EMI	1000
Musachi	607	japanese	mahayana	Kawagoe	YAM	EMI	1000
Musachi	712	japanese	shinto	Kawagoe	YAM	EMI	1000
Musachi	794	japanese	shinto	Kawagoe	JAP	EMI	1000
Musachi	1192	japanese	shinto	Kawagoe	HJO	EMI	1000
Musachi	1333	japanese	shinto	Kawagoe	JAP	EMI	1000
Musachi	1338	japanese	shinto	Kawagoe	YMN	EMI	1000
Musachi	1349	japanese	shinto	Kawagoe	UES	EMI	1000
Musachi	1546	japanese	shinto	Kawagoe	HJO	EMI	1000
Musachi	1590	japanese	shinto	Edo	TKG	EMI	1000
Musachi	1868	japanese	shinto	Tokyo	TKG	EMI	1000
Shinano	-2000	japanese	shinto	Kofu	YAM	YAM	1000
Shinano	607	japanese	mahayana	Kofu	YAM	YAM	1000
Shinano	712	japanese	shinto	Kofu	YAM	YAM	1000
Shinano	794	japanese	shinto	Kofu	JAP	YAM	1000
Shinano	1192	japanese	shinto	Kofu	TKD	YAM	1000
Shinano	1582	japanese	shinto	Kofu	ODA	YAM	1000
Shinano	1600	japanese	shinto	Kofu	TKG	YAM	1000
Shinano	1868	japanese	shinto	Kofu	JAP	YAM	1000
Nice	-2000	ligurian	hellenism	Nicaea	ROM	ROM	1000
Nice	380	ligurian	chalcedonism	Nicaea	ROM	ROM	1000
Nice	395	ligurian	chalcedonism	Nicaea	ROW	ROM	1000
Nice	476	ligurian	chalcedonism	Nicaea	ITA	ROM	1000
Nice	489	ligurian	chalcedonism	Nicaea	GOS	ROM	1000
Nice	553	ligurian	chalcedonism	Nicaea	LOM	ROM	1000
Nice	641	ligurian	chalcedonism	Nice	LOM	ROM	1000
Nice	840	ligurian	chalcedonism	Nice	FRM	ROM	1000
Nice	855	ligurian	chalcedonism	Nice	PRO	ROM	1000
Nice	863	ligurian	chalcedonism	Nice	ITA	ROM	1000
Nice	867	ligurian	catholic	Nice	ITA	ROM	1000
Nice	879	ligurian	catholic	Nice	PRO	ROM	1000
Nice	887	ligurian	catholic	Nice	PRO	ROM	1000
Nice	933	ligurian	catholic	Nice	BUR	ROM	1000
Nice	961	ligurian	catholic	Nice	PRO	ROM	1000
Nice	1000	ligurian	catholic	Nice	NIC	ROM	1000
Nice	1388	ligurian	catholic	Nice	SAV	ROM	1000
Nice	1706	ligurian	catholic	Nice	SAV	FRA	1000
Nice	1713	ligurian	catholic	Nice	SIC	SIC	1000
Nice	1720	ligurian	catholic	Nice	SPI	SPI	1000
Nice	1792	ligurian	catholic	Nice	SPI	FRA	1000
Nice	1797	ligurian	catholic	Nice	FRA	FRA	1000
Nice	1814	ligurian	catholic	Nice	SPI	SPI	1000
Nice	1860	ligurian	catholic	Nice	FRA	FRA	1000
Nice	1870	ligurian	catholic	Nice	FR2	FR2	1000
Nice	1940	ligurian	catholic	Nice	ITA	ITA	1000
Nice	1943	ligurian	catholic	Nice	FRV	ITA	1000
Nice	1944	ligurian	catholic	Nice	FR2	ITA	1000
Owari	-2000	japanese	shinto	Kiyosu	YAM	YAM	1000
Owari	607	japanese	mahayana	Kiyosu	YAM	YAM	1000
Owari	712	japanese	shinto	Kiyosu	YAM	YAM	1000
Owari	794	japanese	shinto	Kiyosu	JAP	YAM	1000
Owari	1192	japanese	shinto	Kiyosu	KMK	YAM	1000
Owari	1333	japanese	shinto	Kiyosu	JAP	YAM	1000
Owari	1338	japanese	shinto	Kiyosu	YAM	YAM	1000
Owari	1392	japanese	shinto	Kiyosu	ODA	YAM	1000
Owari	1532	japanese	shinto		ODA	YAM	1000
Owari	1600	japanese	shinto		TKG	YAM	1000
Owari	1868	japanese	shinto		JAP	YAM	1000
Kamikawa	-2000	ainu	animism	Kamikawa	ANU	ANU	1000
Kamikawa	1679	japanese	shinto	Kamikawa	TKG	TKG	1000
Kamikawa	1868	japanese	shinto	Kamikawa	JAP	JAP	1000
Kamikawa	1922	japanese	shinto	Asahikawa	JAP	JAP	1000
Kurils	-2000	ainu	animism	Kuril	na	na	1000
Kurils	1300	ainu	animism	Kuril	ANU	na	1000
Kurils	1646	japanese	shinto	Kuril	TKG	TKG	1000
Kurils	1868	japanese	shinto	Kuril	JAP	JAP	1000
Kurils	1945	japanese	shinto	Kurilsk	JAP	JAP	1000
Kurils	1991	japanese	shinto	Kurilsk	RUS	JAP	1000
Sakhalin	-2000	ainu	tengri_pagan_reformed	Sakhalin	na	na	1000
Sakhalin	1206	ainu	tengri_pagan_reformed	Sakhalin	MYR	na	1000
Sakhalin	1679	japanese	shinto	Sakhalin	TKG	TKG	1000
Sakhalin	1868	japanese	shinto	Sakhalin	JAP	JAP	1000
Sakhalin	1882	japanese	shinto	Yuzhno-Sakhalinsk	JAP	JAP	1000
Sakhalin	1907	japanese	shinto	Otomari	JAP	JAP	1000
Sakhalin	1908	japanese	shinto	Toyohara	JAP	JAP	1000
Sakhalin	1945	japanese	shinto	Yuzhno-Sakhalinsk	JAP	JAP	1000
Sakhalin	1950	russian	shinto	Yuzhno-Sakhalinsk	JAP	JAP	1000
